grid,score,move,max_score,max_tile
"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,up,5112,512
"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0,right,5112,512
"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]",4,up,5112,512
"[0, 2, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",8,up,5112,512
"[0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",16,right,5112,512
"[0, 0, 2, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",16,up,5112,512
"[2, 0, 2, 8, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",16,right,5112,512
"[0, 0, 4, 8, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 0]",20,up,5112,512
"[4, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0]",24,up,5112,512
"[4, 0, 4, 8, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2]",24,right,5112,512
"[0, 0, 8, 8, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2]",32,up,5112,512
"[0, 2, 8, 8, 0, 0, 2, 4, 0, 0, 0, 2, 0, 2, 0, 0]",32,right,5112,512
"[0, 0, 2, 16, 0, 0, 2, 4, 0, 2, 0, 2, 0, 0, 0, 2]",48,up,5112,512
"[0, 2, 4, 16, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2]",56,up,5112,512
"[0, 2, 4, 16, 0, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0]",64,up,5112,512
"[0, 4, 4, 16, 0, 0, 0, 8, 0, 0, 0, 2, 2, 0, 0, 0]",68,right,5112,512
"[0, 0, 8, 16, 0, 0, 0, 8, 0, 0, 0, 2, 0, 2, 0, 2]",76,up,5112,512
"[0, 2, 8, 16, 0, 0, 0, 8, 0, 0, 0, 4, 4, 0, 0, 0]",80,right,5112,512
"[4, 2, 8, 16, 0, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 4]",80,up,5112,512
"[4, 2, 8, 16, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 4]",88,up,5112,512
"[4, 2, 8, 16, 2, 0, 0, 16, 0, 0, 0, 4, 0, 0, 0, 0]",104,up,5112,512
"[4, 2, 8, 32, 2, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0]",136,right,5112,512
"[4, 2, 8, 32, 0, 0, 2, 4, 0, 0, 0, 4, 0, 0, 0, 2]",136,up,5112,512
"[4, 2, 8, 32, 0, 0, 2, 8, 0, 0, 0, 2, 0, 2, 0, 0]",144,up,5112,512
"[4, 4, 8, 32, 0, 0, 2, 8, 0, 0, 2, 2, 0, 0, 0, 0]",148,right,5112,512
"[0, 8, 8, 32, 0, 0, 2, 8, 0, 0, 0, 4, 0, 2, 0, 0]",160,right,5112,512
"[0, 0, 16, 32, 0, 0, 2, 8, 0, 0, 2, 4, 0, 0, 0, 2]",176,up,5112,512
"[0, 4, 16, 32, 0, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0, 2]",180,left,5112,512
"[4, 16, 32, 0, 4, 8, 0, 0, 4, 0, 4, 0, 2, 0, 0, 0]",180,right,5112,512
"[0, 4, 16, 32, 0, 0, 4, 8, 0, 0, 4, 8, 0, 0, 0, 2]",188,up,5112,512
"[0, 4, 16, 32, 0, 0, 8, 16, 0, 0, 0, 2, 2, 0, 0, 0]",212,up,5112,512
"[2, 4, 16, 32, 0, 0, 8, 16, 2, 0, 0, 2, 0, 0, 0, 0]",212,up,5112,512
"[4, 4, 16, 32, 0, 0, 8, 16, 0, 0, 0, 2, 0, 2, 0, 0]",216,right,5112,512
"[0, 8, 16, 32, 0, 0, 8, 16, 0, 0, 0, 2, 2, 0, 0, 2]",224,right,5112,512
"[0, 8, 16, 32, 0, 0, 8, 16, 0, 0, 0, 2, 0, 0, 4, 4]",228,up,5112,512
"[0, 8, 16, 32, 0, 0, 8, 16, 2, 0, 4, 2, 0, 0, 0, 4]",228,up,5112,512
"[2, 8, 16, 32, 2, 0, 8, 16, 0, 0, 4, 2, 0, 0, 0, 4]",228,up,5112,512
"[4, 8, 16, 32, 0, 0, 8, 16, 2, 0, 4, 2, 0, 0, 0, 4]",232,up,5112,512
"[4, 8, 16, 32, 2, 0, 8, 16, 0, 0, 4, 2, 4, 0, 0, 4]",232,right,5112,512
"[4, 8, 16, 32, 0, 2, 8, 16, 0, 2, 4, 2, 0, 0, 0, 8]",240,up,5112,512
"[4, 8, 16, 32, 0, 4, 8, 16, 0, 2, 4, 2, 0, 0, 0, 8]",244,left,5112,512
"[4, 8, 16, 32, 4, 8, 16, 2, 2, 4, 2, 0, 8, 0, 0, 0]",244,up,5112,512
"[8, 16, 32, 32, 2, 4, 2, 2, 8, 0, 2, 0, 0, 0, 0, 0]",300,right,5112,512
"[0, 8, 16, 64, 0, 2, 4, 4, 0, 0, 8, 2, 0, 0, 2, 0]",368,right,5112,512
"[0, 8, 16, 64, 2, 0, 2, 8, 0, 0, 8, 2, 0, 0, 0, 2]",376,up,5112,512
"[2, 8, 16, 64, 0, 0, 2, 8, 0, 0, 8, 4, 0, 0, 0, 2]",380,left,5112,512
"[2, 8, 16, 64, 2, 8, 0, 0, 8, 4, 4, 0, 2, 0, 0, 0]",380,up,5112,512
"[4, 16, 16, 64, 8, 4, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0]",400,right,5112,512
"[0, 4, 32, 64, 0, 8, 8, 2, 0, 0, 0, 2, 0, 2, 0, 0]",440,up,5112,512
"[0, 4, 32, 64, 0, 8, 8, 4, 0, 2, 4, 0, 0, 0, 0, 0]",444,right,5112,512
"[0, 4, 32, 64, 0, 0, 16, 4, 0, 0, 2, 4, 0, 0, 2, 0]",460,up,5112,512
"[2, 4, 32, 64, 0, 0, 16, 8, 0, 0, 4, 0, 0, 0, 0, 0]",472,right,5112,512
"[2, 4, 32, 64, 0, 0, 16, 8, 4, 0, 0, 4, 0, 0, 0, 0]",472,right,5112,512
"[2, 4, 32, 64, 0, 0, 16, 8, 0, 0, 0, 8, 0, 0, 4, 0]",480,up,5112,512
"[2, 4, 32, 64, 0, 0, 16, 16, 0, 0, 4, 0, 0, 2, 0, 0]",496,right,5112,512
"[2, 4, 32, 64, 0, 0, 0, 32, 0, 0, 0, 4, 0, 4, 0, 2]",528,up,5112,512
"[2, 8, 32, 64, 0, 0, 2, 32, 0, 0, 0, 4, 0, 0, 0, 2]",536,left,5112,512
"[2, 8, 32, 64, 2, 32, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0]",536,up,5112,512
"[4, 8, 32, 64, 4, 32, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0]",540,right,5112,512
"[4, 8, 32, 64, 0, 2, 4, 32, 0, 0, 0, 4, 0, 0, 0, 2]",544,left,5112,512
"[4, 8, 32, 64, 2, 4, 32, 0, 4, 0, 0, 4, 2, 0, 0, 0]",544,up,5112,512
"[4, 8, 64, 64, 2, 4, 0, 4, 4, 0, 2, 0, 2, 0, 0, 0]",608,right,5112,512
"[0, 4, 8, 128, 0, 0, 2, 8, 0, 0, 4, 2, 0, 2, 0, 2]",744,up,5112,512
"[0, 4, 8, 128, 0, 2, 2, 8, 2, 0, 4, 4, 0, 0, 0, 0]",748,up,5112,512
"[2, 4, 8, 128, 0, 2, 2, 8, 0, 2, 4, 4, 0, 0, 0, 0]",748,right,5112,512
"[2, 4, 8, 128, 0, 0, 4, 8, 0, 0, 2, 8, 0, 0, 2, 0]",760,up,5112,512
"[2, 4, 8, 128, 0, 0, 4, 16, 0, 0, 4, 0, 0, 4, 0, 0]",780,up,5112,512
"[2, 8, 8, 128, 2, 0, 8, 16, 0, 0, 0, 0, 0, 0, 0, 0]",796,up,5112,512
"[4, 8, 16, 128, 4, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0]",816,up,5112,512
"[8, 8, 16, 128, 0, 0, 0, 16, 0, 2, 0, 0, 0, 0, 0, 0]",824,right,5112,512
"[2, 16, 16, 128, 0, 0, 0, 16, 0, 0, 0, 2, 0, 0, 0, 0]",840,right,5112,512
"[0, 2, 32, 128, 0, 0, 0, 16, 0, 0, 2, 2, 0, 0, 0, 0]",872,up,5112,512
"[0, 2, 32, 128, 0, 0, 2, 16, 0, 0, 0, 2, 2, 0, 0, 0]",872,up,5112,512
"[2, 2, 32, 128, 0, 0, 2, 16, 0, 0, 0, 2, 0, 4, 0, 0]",872,right,5112,512
"[0, 4, 32, 128, 0, 4, 2, 16, 0, 0, 0, 2, 0, 0, 0, 4]",876,up,5112,512
"[0, 8, 32, 128, 0, 0, 2, 16, 0, 0, 0, 2, 0, 0, 4, 4]",884,right,5112,512
"[2, 8, 32, 128, 0, 0, 2, 16, 0, 0, 0, 2, 0, 0, 0, 8]",892,left,5112,512
"[2, 8, 32, 128, 2, 16, 0, 0, 2, 0, 0, 0, 8, 4, 0, 0]",892,right,5112,512
"[2, 8, 32, 128, 2, 0, 2, 16, 0, 0, 0, 2, 0, 0, 8, 4]",892,up,5112,512
"[4, 8, 32, 128, 0, 0, 2, 16, 2, 0, 8, 2, 0, 0, 0, 4]",896,up,5112,512
"[4, 8, 32, 128, 2, 0, 2, 16, 0, 0, 8, 2, 2, 0, 0, 4]",896,left,5112,512
"[4, 8, 32, 128, 4, 16, 2, 0, 8, 2, 0, 0, 2, 4, 0, 0]",900,up,5112,512
"[8, 8, 32, 128, 8, 16, 2, 0, 2, 2, 0, 0, 0, 4, 2, 0]",908,right,5112,512
"[0, 16, 32, 128, 2, 8, 16, 2, 0, 0, 0, 4, 0, 0, 4, 2]",928,up,5112,512
"[2, 16, 32, 128, 2, 8, 16, 2, 0, 0, 4, 4, 0, 0, 0, 2]",928,up,5112,512
"[4, 16, 32, 128, 0, 8, 16, 2, 0, 2, 4, 4, 0, 0, 0, 2]",932,right,5112,512
"[4, 16, 32, 128, 0, 8, 16, 2, 0, 0, 2, 8, 0, 0, 2, 2]",940,left,5112,512
"[4, 16, 32, 128, 8, 16, 2, 0, 2, 8, 0, 2, 4, 0, 0, 0]",944,right,5112,512
"[4, 16, 32, 128, 0, 8, 16, 2, 0, 2, 8, 2, 0, 0, 2, 4]",944,left,5112,512
"[4, 16, 32, 128, 8, 16, 2, 0, 2, 8, 2, 2, 2, 4, 0, 0]",944,up,5112,512
"[4, 32, 32, 128, 8, 8, 4, 2, 4, 4, 0, 4, 0, 0, 0, 0]",984,right,5112,512
"[4, 4, 64, 128, 0, 16, 4, 2, 0, 0, 4, 8, 0, 0, 0, 0]",1072,right,5112,512
"[0, 8, 64, 128, 0, 16, 4, 2, 0, 2, 4, 8, 0, 0, 0, 0]",1080,up,5112,512
"[0, 8, 64, 128, 0, 16, 8, 2, 0, 2, 0, 8, 0, 0, 2, 0]",1088,left,5112,512
"[8, 64, 128, 0, 16, 8, 2, 0, 2, 8, 2, 0, 2, 0, 0, 0]",1088,right,5112,512
"[0, 8, 64, 128, 4, 16, 8, 2, 0, 2, 8, 2, 0, 0, 0, 2]",1088,up,5112,512
"[4, 8, 64, 128, 0, 16, 16, 4, 0, 2, 0, 2, 0, 0, 4, 0]",1108,right,5112,512
"[4, 8, 64, 128, 0, 0, 32, 4, 0, 0, 0, 4, 0, 4, 0, 4]",1144,up,5112,512
"[4, 8, 64, 128, 0, 4, 32, 8, 0, 0, 0, 4, 0, 2, 0, 0]",1152,up,5112,512
"[4, 8, 64, 128, 0, 4, 32, 8, 0, 2, 0, 4, 0, 2, 0, 0]",1152,right,5112,512
"[4, 8, 64, 128, 0, 4, 32, 8, 0, 0, 2, 4, 0, 2, 0, 2]",1152,up,5112,512
"[4, 8, 64, 128, 0, 4, 32, 8, 0, 2, 2, 4, 0, 2, 0, 2]",1152,right,5112,512
"[4, 8, 64, 128, 0, 4, 32, 8, 0, 0, 4, 4, 2, 0, 0, 4]",1160,right,5112,512
"[4, 8, 64, 128, 0, 4, 32, 8, 0, 0, 0, 8, 2, 0, 2, 4]",1168,up,5112,512
"[4, 8, 64, 128, 2, 4, 32, 16, 0, 0, 2, 4, 0, 2, 0, 0]",1184,left,5112,512
"[4, 8, 64, 128, 2, 4, 32, 16, 2, 4, 0, 0, 2, 0, 0, 2]",1184,up,5112,512
"[4, 8, 64, 128, 4, 8, 32, 16, 2, 0, 0, 2, 0, 4, 0, 0]",1196,up,5112,512
"[8, 16, 64, 128, 2, 4, 32, 16, 0, 0, 0, 2, 2, 0, 0, 0]",1220,up,5112,512
"[8, 16, 64, 128, 4, 4, 32, 16, 0, 0, 0, 2, 0, 0, 0, 2]",1224,left,5112,512
"[8, 16, 64, 128, 8, 32, 16, 0, 2, 0, 0, 0, 2, 4, 0, 0]",1232,up,5112,512
"[16, 16, 64, 128, 4, 32, 16, 0, 0, 4, 0, 0, 0, 2, 0, 0]",1252,right,5112,512
"[0, 32, 64, 128, 0, 4, 32, 16, 0, 0, 2, 4, 0, 0, 0, 2]",1284,left,5112,512
"[32, 64, 128, 0, 4, 32, 16, 0, 2, 4, 2, 0, 2, 0, 0, 0]",1284,right,5112,512
"[0, 32, 64, 128, 2, 4, 32, 16, 0, 2, 4, 2, 0, 0, 0, 2]",1284,up,5112,512
"[2, 32, 64, 128, 0, 4, 32, 16, 0, 2, 4, 4, 0, 0, 4, 0]",1288,left,5112,512
"[2, 32, 64, 128, 4, 32, 16, 0, 2, 8, 0, 0, 4, 0, 0, 2]",1296,up,5112,512
"[2, 64, 64, 128, 4, 8, 16, 2, 2, 0, 2, 0, 4, 0, 0, 0]",1360,right,5112,512
"[0, 2, 128, 128, 4, 8, 16, 2, 4, 0, 0, 4, 0, 0, 0, 4]",1492,right,5112,512
"[0, 0, 2, 256, 4, 8, 16, 2, 0, 0, 0, 8, 2, 0, 0, 4]",1756,up,5112,512
"[4, 8, 2, 256, 2, 0, 16, 2, 4, 0, 0, 8, 0, 0, 0, 4]",1756,left,5112,512
"[4, 8, 2, 256, 2, 16, 2, 0, 4, 8, 2, 0, 4, 0, 0, 0]",1756,up,5112,512
"[4, 8, 4, 256, 2, 16, 2, 0, 8, 8, 0, 0, 0, 2, 0, 0]",1768,right,5112,512
"[4, 8, 4, 256, 4, 2, 16, 2, 0, 0, 0, 16, 0, 0, 0, 2]",1784,left,5112,512
"[4, 8, 4, 256, 4, 2, 16, 2, 16, 0, 2, 0, 2, 0, 0, 0]",1784,up,5112,512
"[8, 8, 4, 256, 16, 2, 16, 2, 2, 0, 2, 4, 0, 0, 0, 0]",1792,right,5112,512
"[0, 16, 4, 256, 16, 2, 16, 2, 0, 0, 4, 4, 0, 0, 0, 2]",1812,up,5112,512
"[16, 16, 4, 256, 0, 2, 16, 2, 0, 0, 4, 4, 0, 0, 2, 2]",1812,right,5112,512
"[2, 32, 4, 256, 0, 2, 16, 2, 0, 0, 0, 8, 0, 0, 0, 4]",1856,left,5112,512
"[2, 32, 4, 256, 2, 16, 2, 0, 8, 0, 0, 4, 4, 0, 0, 0]",1856,up,5112,512
"[4, 32, 4, 256, 8, 16, 2, 4, 4, 0, 0, 0, 0, 0, 2, 0]",1860,up,5112,512
"[4, 32, 4, 256, 8, 16, 4, 4, 4, 0, 0, 0, 0, 0, 2, 0]",1864,up,5112,512
"[4, 32, 8, 256, 8, 16, 2, 4, 4, 0, 0, 0, 0, 0, 2, 0]",1872,up,5112,512
"[4, 32, 8, 256, 8, 16, 4, 4, 4, 2, 0, 0, 0, 0, 0, 0]",1876,left,5112,512
"[4, 32, 8, 256, 8, 16, 8, 0, 4, 2, 0, 0, 0, 0, 4, 0]",1884,up,5112,512
"[4, 32, 16, 256, 8, 16, 4, 0, 4, 2, 0, 0, 0, 2, 0, 0]",1900,right,5112,512
"[4, 32, 16, 256, 0, 8, 16, 4, 0, 0, 4, 2, 0, 0, 2, 2]",1900,up,5112,512
"[4, 32, 32, 256, 0, 8, 4, 4, 0, 0, 2, 4, 0, 0, 0, 2]",1936,right,5112,512
"[0, 4, 64, 256, 0, 0, 8, 8, 0, 0, 2, 4, 0, 2, 0, 2]",2008,up,5112,512
"[0, 4, 64, 256, 0, 2, 8, 8, 0, 0, 2, 4, 2, 0, 0, 2]",2008,right,5112,512
"[0, 4, 64, 256, 0, 0, 2, 16, 0, 0, 2, 4, 0, 0, 2, 4]",2028,up,5112,512
"[0, 4, 64, 256, 0, 4, 4, 16, 0, 0, 2, 8, 0, 0, 0, 0]",2040,right,5112,512
"[2, 4, 64, 256, 0, 0, 8, 16, 0, 0, 2, 8, 0, 0, 0, 0]",2048,left,5112,512
"[2, 4, 64, 256, 8, 16, 0, 4, 2, 8, 0, 0, 0, 0, 0, 0]",2048,right,5112,512
"[2, 4, 64, 256, 0, 8, 16, 4, 0, 0, 2, 8, 0, 0, 0, 2]",2048,left,5112,512
"[2, 4, 64, 256, 8, 16, 4, 0, 2, 8, 2, 0, 2, 0, 0, 0]",2048,right,5112,512
"[2, 4, 64, 256, 0, 8, 16, 4, 2, 2, 8, 2, 0, 0, 0, 2]",2048,up,5112,512
"[4, 4, 64, 256, 0, 8, 16, 4, 0, 2, 8, 4, 0, 0, 0, 2]",2056,right,5112,512
"[0, 8, 64, 256, 0, 8, 16, 4, 4, 2, 8, 4, 0, 0, 0, 2]",2064,up,5112,512
"[4, 16, 64, 256, 0, 2, 16, 8, 0, 0, 8, 2, 0, 0, 0, 2]",2088,left,5112,512
"[4, 16, 64, 256, 2, 16, 8, 0, 8, 2, 0, 2, 2, 0, 0, 0]",2088,up,5112,512
"[4, 32, 64, 256, 2, 2, 8, 2, 8, 0, 0, 0, 2, 0, 0, 4]",2120,left,5112,512
"[4, 32, 64, 256, 4, 8, 2, 0, 8, 0, 0, 4, 2, 4, 0, 0]",2124,up,5112,512
"[8, 32, 64, 256, 8, 8, 2, 4, 2, 4, 4, 0, 0, 0, 0, 0]",2132,up,5112,512
"[16, 32, 64, 256, 2, 8, 2, 4, 4, 4, 4, 0, 0, 0, 0, 0]",2148,right,5112,512
"[16, 32, 64, 256, 2, 8, 2, 4, 2, 0, 4, 8, 0, 0, 0, 0]",2156,up,5112,512
"[16, 32, 64, 256, 4, 8, 2, 4, 0, 0, 4, 8, 0, 0, 4, 0]",2160,left,5112,512
"[16, 32, 64, 256, 4, 8, 2, 4, 4, 8, 4, 0, 4, 0, 0, 0]",2160,up,5112,512
"[16, 32, 64, 256, 8, 16, 2, 4, 4, 0, 4, 0, 0, 4, 0, 0]",2184,up,5112,512
"[16, 32, 64, 256, 8, 16, 2, 4, 4, 4, 4, 0, 2, 0, 0, 0]",2184,left,5112,512
"[16, 32, 64, 256, 8, 16, 2, 4, 8, 4, 0, 0, 2, 4, 0, 0]",2192,up,5112,512
"[16, 32, 64, 256, 16, 16, 2, 4, 2, 8, 0, 2, 0, 0, 0, 0]",2216,up,5112,512
"[32, 32, 64, 256, 2, 16, 2, 4, 0, 8, 0, 2, 2, 0, 0, 0]",2248,right,5112,512
"[0, 64, 64, 256, 2, 16, 2, 4, 0, 0, 8, 2, 0, 0, 2, 2]",2312,right,5112,512
"[0, 0, 128, 256, 2, 16, 2, 4, 0, 0, 8, 2, 0, 0, 2, 4]",2444,up,5112,512
"[2, 16, 128, 256, 0, 0, 2, 4, 0, 2, 8, 2, 0, 0, 2, 4]",2444,left,5112,512
"[2, 16, 128, 256, 2, 4, 0, 0, 2, 8, 2, 0, 2, 4, 0, 2]",2444,up,5112,512
"[4, 16, 128, 256, 4, 4, 2, 2, 0, 8, 0, 0, 0, 4, 0, 2]",2452,up,5112,512
"[8, 16, 128, 256, 0, 4, 2, 4, 0, 8, 0, 0, 0, 4, 0, 2]",2464,left,5112,512
"[8, 16, 128, 256, 4, 2, 4, 2, 8, 0, 0, 0, 4, 2, 0, 0]",2464,up,5112,512
"[8, 16, 128, 256, 4, 4, 4, 2, 8, 0, 0, 0, 4, 2, 0, 0]",2468,left,5112,512
"[8, 16, 128, 256, 8, 4, 2, 0, 8, 0, 0, 2, 4, 2, 0, 0]",2476,up,5112,512
"[16, 16, 128, 256, 8, 4, 2, 2, 4, 2, 0, 0, 2, 0, 0, 0]",2492,left,5112,512
"[32, 128, 256, 0, 8, 4, 4, 4, 4, 2, 0, 0, 2, 0, 0, 0]",2528,left,5112,512
"[32, 128, 256, 0, 8, 8, 4, 0, 4, 2, 0, 0, 2, 0, 2, 0]",2536,right,5112,512
"[0, 32, 128, 256, 0, 0, 16, 4, 0, 0, 4, 2, 0, 2, 0, 4]",2556,up,5112,512
"[0, 32, 128, 256, 0, 2, 16, 4, 0, 2, 4, 2, 0, 0, 0, 4]",2556,up,5112,512
"[0, 32, 128, 256, 0, 4, 16, 4, 0, 2, 4, 2, 0, 0, 0, 4]",2560,left,5112,512
"[32, 128, 256, 0, 4, 16, 4, 0, 2, 4, 2, 2, 4, 0, 0, 0]",2560,right,5112,512
"[0, 32, 128, 256, 0, 4, 16, 4, 0, 2, 4, 4, 0, 2, 0, 4]",2564,up,5112,512
"[0, 32, 128, 256, 0, 4, 16, 8, 0, 4, 4, 4, 0, 2, 0, 0]",2576,up,5112,512
"[0, 32, 128, 256, 0, 8, 16, 8, 0, 2, 4, 4, 0, 2, 0, 0]",2584,right,5112,512
"[0, 32, 128, 256, 0, 8, 16, 8, 0, 2, 2, 8, 0, 0, 0, 2]",2592,up,5112,512
"[0, 32, 128, 256, 0, 8, 16, 16, 0, 2, 2, 2, 0, 0, 0, 4]",2608,right,5112,512
"[0, 32, 128, 256, 0, 2, 8, 32, 0, 0, 2, 4, 0, 0, 0, 4]",2644,up,5112,512
"[0, 32, 128, 256, 0, 2, 8, 32, 0, 0, 2, 8, 0, 0, 2, 0]",2652,up,5112,512
"[0, 32, 128, 256, 0, 2, 8, 32, 2, 0, 4, 8, 0, 0, 0, 0]",2656,up,5112,512
"[2, 32, 128, 256, 0, 2, 8, 32, 0, 0, 4, 8, 0, 0, 2, 0]",2656,left,5112,512
"[2, 32, 128, 256, 2, 8, 32, 0, 4, 8, 2, 0, 2, 0, 0, 0]",2656,up,5112,512
"[4, 32, 128, 256, 4, 16, 32, 2, 2, 0, 2, 0, 0, 0, 0, 0]",2676,up,5112,512
"[8, 32, 128, 256, 2, 16, 32, 2, 0, 0, 2, 0, 0, 0, 2, 0]",2684,left,5112,512
"[8, 32, 128, 256, 2, 16, 32, 2, 2, 0, 0, 4, 2, 0, 0, 0]",2684,up,5112,512
"[8, 32, 128, 256, 4, 16, 32, 2, 2, 2, 0, 4, 0, 0, 0, 0]",2688,left,5112,512
"[8, 32, 128, 256, 4, 16, 32, 2, 4, 4, 0, 4, 0, 0, 0, 0]",2692,up,5112,512
"[8, 32, 128, 256, 8, 16, 32, 2, 0, 4, 0, 4, 4, 0, 0, 0]",2700,left,5112,512
"[8, 32, 128, 256, 8, 16, 32, 2, 8, 0, 0, 0, 4, 2, 0, 0]",2708,up,5112,512
"[16, 32, 128, 256, 8, 16, 32, 2, 4, 2, 0, 0, 0, 2, 0, 0]",2724,up,5112,512
"[16, 32, 128, 256, 8, 16, 32, 2, 4, 4, 0, 0, 0, 0, 2, 0]",2728,left,5112,512
"[16, 32, 128, 256, 8, 16, 32, 2, 8, 0, 0, 0, 2, 0, 0, 2]",2736,up,5112,512
"[16, 32, 128, 256, 16, 16, 32, 4, 2, 0, 0, 0, 4, 0, 0, 0]",2756,up,5112,512
"[32, 32, 128, 256, 2, 16, 32, 4, 4, 4, 0, 0, 0, 0, 0, 0]",2788,right,5112,512
"[0, 64, 128, 256, 2, 16, 32, 4, 0, 0, 0, 8, 0, 0, 0, 4]",2860,up,5112,512
"[2, 64, 128, 256, 0, 16, 32, 4, 2, 0, 0, 8, 0, 0, 0, 4]",2860,up,5112,512
"[4, 64, 128, 256, 0, 16, 32, 4, 0, 0, 0, 8, 0, 0, 2, 4]",2864,up,5112,512
"[4, 64, 128, 256, 0, 16, 32, 4, 0, 0, 2, 8, 0, 2, 0, 4]",2864,up,5112,512
"[4, 64, 128, 256, 0, 16, 32, 4, 0, 2, 2, 8, 2, 0, 0, 4]",2864,up,5112,512
"[4, 64, 128, 256, 2, 16, 32, 4, 0, 2, 2, 8, 2, 0, 0, 4]",2864,left,5112,512
"[4, 64, 128, 256, 2, 16, 32, 4, 4, 8, 2, 0, 2, 4, 0, 0]",2868,right,5112,512
"[4, 64, 128, 256, 2, 16, 32, 4, 0, 4, 8, 2, 2, 0, 2, 4]",2868,up,5112,512
"[4, 64, 128, 256, 4, 16, 32, 4, 0, 4, 8, 2, 0, 4, 2, 4]",2872,left,5112,512
"[4, 64, 128, 256, 4, 16, 32, 4, 4, 8, 2, 2, 4, 2, 4, 0]",2872,up,5112,512
"[8, 64, 128, 256, 8, 16, 32, 4, 2, 8, 2, 2, 0, 2, 4, 0]",2888,left,5112,512
"[8, 64, 128, 256, 8, 16, 32, 4, 2, 8, 4, 0, 2, 4, 2, 0]",2892,up,5112,512
"[16, 64, 128, 256, 4, 16, 32, 4, 2, 8, 4, 0, 0, 4, 2, 0]",2912,right,5112,512
"[16, 64, 128, 256, 4, 16, 32, 4, 0, 2, 8, 4, 4, 0, 4, 2]",2912,left,5112,512
"[16, 64, 128, 256, 4, 16, 32, 4, 2, 8, 4, 0, 8, 2, 0, 4]",2920,right,5112,512
"[16, 64, 128, 256, 4, 16, 32, 4, 2, 2, 8, 4, 0, 8, 2, 4]",2920,left,5112,512
"[16, 64, 128, 256, 4, 16, 32, 4, 4, 8, 4, 0, 8, 2, 4, 4]",2924,up,5112,512
"[16, 64, 128, 256, 8, 16, 32, 8, 8, 8, 8, 0, 2, 2, 0, 0]",2948,up,5112,512
"[16, 64, 128, 256, 16, 16, 32, 8, 2, 8, 8, 2, 0, 2, 0, 0]",2964,left,5112,512
"[16, 64, 128, 256, 32, 32, 8, 0, 2, 16, 2, 2, 2, 0, 0, 0]",3012,right,5112,512
"[16, 64, 128, 256, 2, 0, 64, 8, 0, 2, 16, 4, 0, 0, 0, 2]",3080,left,5112,512
"[16, 64, 128, 256, 2, 64, 8, 0, 2, 16, 4, 0, 2, 0, 0, 2]",3080,up,5112,512
"[16, 128, 128, 256, 4, 16, 8, 2, 2, 2, 4, 0, 0, 0, 0, 0]",3212,right,5112,512
"[0, 16, 256, 256, 4, 16, 8, 2, 0, 0, 4, 4, 2, 0, 0, 0]",3472,right,5112,512
"[0, 0, 16, 512, 4, 16, 8, 2, 0, 0, 0, 8, 2, 0, 0, 2]",3992,up,5112,512
"[4, 16, 16, 512, 2, 2, 8, 2, 0, 0, 0, 8, 0, 0, 0, 2]",3992,right,5112,512
"[0, 4, 32, 512, 0, 4, 8, 2, 0, 2, 0, 8, 0, 0, 0, 2]",4028,up,5112,512
"[2, 8, 32, 512, 0, 2, 8, 2, 0, 0, 0, 8, 0, 0, 0, 2]",4036,left,5112,512
"[2, 8, 32, 512, 2, 8, 2, 0, 8, 0, 0, 0, 2, 0, 4, 0]",4036,up,5112,512
"[4, 16, 32, 512, 8, 0, 2, 0, 2, 0, 4, 0, 4, 0, 0, 0]",4056,left,5112,512
"[4, 16, 32, 512, 8, 2, 0, 0, 2, 4, 0, 0, 4, 2, 0, 0]",4056,right,5112,512
"[4, 16, 32, 512, 4, 0, 8, 2, 0, 0, 2, 4, 0, 0, 4, 2]",4056,left,5112,512
"[4, 16, 32, 512, 4, 8, 2, 0, 2, 4, 2, 0, 4, 2, 0, 0]",4056,up,5112,512
"[8, 16, 32, 512, 2, 8, 4, 2, 4, 4, 0, 0, 0, 2, 0, 0]",4068,right,5112,512
