grid,score,move,max_score,max_tile
"[128, 256, 32, 16, 64, 32, 16, 16, 4, 4, 8, 2, 0, 2, 4, 0]",3080,left,15656,1024
"[128, 256, 32, 16, 64, 32, 32, 0, 8, 8, 2, 2, 2, 4, 0, 0]",3120,left,15656,1024
"[128, 256, 32, 16, 64, 64, 0, 0, 16, 4, 0, 0, 2, 4, 2, 0]",3204,left,15656,1024
"[128, 256, 32, 16, 128, 0, 0, 2, 16, 4, 0, 0, 2, 4, 2, 0]",3332,up,15656,1024
"[256, 256, 32, 16, 16, 8, 2, 2, 2, 0, 0, 0, 0, 2, 0, 0]",3596,left,15656,1024
"[512, 32, 16, 0, 16, 8, 4, 0, 2, 0, 0, 4, 2, 0, 0, 0]",4112,up,15656,1024
"[512, 32, 16, 4, 16, 8, 4, 0, 4, 2, 0, 0, 0, 0, 0, 0]",4116,right,15656,1024
"[512, 32, 16, 4, 2, 16, 8, 4, 0, 0, 4, 2, 0, 0, 0, 0]",4116,up,15656,1024
"[512, 32, 16, 8, 2, 16, 8, 2, 0, 0, 4, 0, 2, 0, 0, 0]",4124,left,15656,1024
"[512, 32, 16, 8, 2, 16, 8, 2, 4, 0, 0, 0, 2, 2, 0, 0]",4124,up,15656,1024
"[512, 32, 16, 8, 2, 16, 8, 2, 4, 2, 0, 0, 2, 0, 2, 0]",4124,right,15656,1024
"[512, 32, 16, 8, 2, 16, 8, 2, 2, 0, 4, 2, 0, 0, 0, 4]",4128,up,15656,1024
"[512, 32, 16, 8, 4, 16, 8, 4, 2, 0, 4, 4, 0, 0, 0, 0]",4136,up,15656,1024
"[512, 32, 16, 8, 4, 16, 8, 8, 2, 2, 4, 0, 0, 0, 0, 0]",4144,up,15656,1024
"[512, 32, 16, 16, 4, 16, 8, 0, 2, 2, 4, 0, 0, 0, 0, 2]",4160,left,15656,1024
"[512, 32, 32, 2, 4, 16, 8, 0, 4, 4, 0, 0, 2, 0, 0, 0]",4196,left,15656,1024
"[512, 64, 2, 2, 4, 16, 8, 0, 8, 0, 0, 0, 2, 0, 0, 0]",4268,left,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 0, 8, 0, 0, 0, 2, 0, 0, 0]",4272,right,15656,1024
"[512, 64, 4, 2, 0, 4, 16, 8, 0, 2, 0, 8, 0, 0, 0, 2]",4272,left,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 2, 8, 0, 0, 2, 0, 0, 0]",4272,right,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 0, 0, 2, 8, 0, 0, 2, 2]",4272,left,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 2, 8, 0, 0, 4, 0, 0, 4]",4276,right,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 0, 0, 2, 8, 0, 4, 0, 8]",4284,left,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 2, 8, 0, 0, 4, 8, 2, 0]",4284,right,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 0, 0, 2, 8, 2, 4, 8, 2]",4284,left,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 2, 8, 0, 2, 2, 4, 8, 2]",4284,right,15656,1024
"[512, 64, 4, 2, 4, 16, 8, 4, 2, 2, 8, 2, 2, 4, 8, 2]",4284,up,15656,1024
"[512, 64, 4, 2, 4, 16, 16, 4, 4, 2, 8, 4, 0, 4, 2, 0]",4308,left,15656,1024
"[512, 64, 4, 2, 4, 32, 4, 0, 4, 2, 8, 4, 4, 2, 2, 0]",4340,up,15656,1024
"[512, 64, 8, 2, 8, 32, 8, 4, 4, 4, 2, 0, 0, 2, 0, 0]",4360,up,15656,1024
"[512, 64, 16, 2, 8, 32, 2, 4, 4, 4, 0, 0, 2, 2, 0, 0]",4376,left,15656,1024
"[512, 64, 16, 2, 8, 32, 2, 4, 8, 0, 0, 4, 4, 0, 0, 0]",4388,up,15656,1024
"[512, 64, 16, 2, 16, 32, 2, 8, 4, 0, 2, 0, 0, 0, 0, 0]",4412,up,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 4, 0, 0, 0, 0, 2, 0, 0]",4416,left,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 4, 0, 0, 0, 2, 0, 0, 2]",4416,up,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 4, 0, 0, 2, 2, 0, 2, 0]",4416,left,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 4, 2, 0, 2, 4, 0, 0, 0]",4420,up,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 8, 2, 0, 2, 2, 0, 0, 0]",4428,left,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 8, 4, 0, 0, 2, 0, 0, 2]",4432,up,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 8, 4, 0, 2, 2, 0, 0, 2]",4432,left,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 8, 4, 2, 0, 4, 0, 0, 2]",4436,up,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 8, 4, 2, 2, 4, 0, 0, 2]",4436,left,15656,1024
"[512, 64, 16, 2, 16, 32, 4, 8, 8, 4, 4, 2, 4, 2, 0, 0]",4440,up,15656,1024
"[512, 64, 16, 2, 16, 32, 8, 8, 8, 4, 0, 2, 4, 2, 2, 0]",4448,left,15656,1024
"[512, 64, 16, 2, 16, 32, 16, 4, 8, 4, 2, 0, 4, 4, 0, 0]",4468,up,15656,1024
"[512, 64, 32, 2, 16, 32, 2, 4, 8, 8, 0, 0, 4, 2, 0, 0]",4508,left,15656,1024
"[512, 64, 32, 2, 16, 32, 2, 4, 16, 0, 0, 0, 4, 2, 0, 4]",4524,up,15656,1024
"[512, 64, 32, 2, 32, 32, 2, 8, 4, 2, 0, 0, 0, 2, 0, 0]",4564,right,15656,1024
"[512, 64, 32, 2, 0, 64, 2, 8, 0, 2, 4, 2, 0, 0, 0, 2]",4628,up,15656,1024
"[512, 128, 32, 2, 2, 2, 2, 8, 0, 0, 4, 4, 0, 0, 0, 0]",4760,left,15656,1024
"[512, 128, 32, 2, 4, 2, 8, 0, 8, 0, 0, 2, 0, 0, 0, 0]",4772,left,15656,1024
"[512, 128, 32, 2, 4, 2, 8, 0, 8, 2, 0, 0, 0, 2, 0, 0]",4772,up,15656,1024
"[512, 128, 32, 2, 4, 4, 8, 2, 8, 2, 0, 0, 0, 0, 0, 0]",4776,left,15656,1024
"[512, 128, 32, 2, 8, 8, 2, 0, 8, 2, 0, 0, 0, 0, 0, 2]",4784,left,15656,1024
"[512, 128, 32, 2, 16, 2, 0, 0, 8, 2, 0, 0, 2, 0, 0, 2]",4800,up,15656,1024
"[512, 128, 32, 4, 16, 4, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0]",4808,right,15656,1024
"[512, 128, 32, 4, 0, 16, 4, 2, 0, 0, 2, 8, 0, 0, 0, 2]",4808,left,15656,1024
"[512, 128, 32, 4, 16, 4, 2, 0, 2, 8, 0, 0, 2, 2, 0, 0]",4808,up,15656,1024
"[512, 128, 32, 4, 16, 4, 2, 0, 4, 8, 0, 0, 0, 2, 0, 2]",4812,up,15656,1024
"[512, 128, 32, 4, 16, 4, 2, 2, 4, 8, 0, 0, 0, 2, 2, 0]",4812,right,15656,1024
"[512, 128, 32, 4, 0, 16, 4, 4, 0, 2, 4, 8, 0, 0, 0, 4]",4820,up,15656,1024
"[512, 128, 32, 8, 0, 16, 8, 8, 2, 2, 0, 4, 0, 0, 0, 0]",4836,up,15656,1024
"[512, 128, 32, 16, 2, 16, 8, 4, 0, 2, 0, 0, 0, 0, 0, 2]",4852,up,15656,1024
"[512, 128, 32, 16, 2, 16, 8, 4, 0, 2, 0, 2, 0, 4, 0, 0]",4852,right,15656,1024
"[512, 128, 32, 16, 2, 16, 8, 4, 0, 0, 4, 4, 0, 0, 0, 4]",4856,up,15656,1024
"[512, 128, 32, 16, 2, 16, 8, 8, 0, 0, 4, 4, 4, 0, 0, 0]",4864,up,15656,1024
"[512, 128, 32, 16, 2, 16, 8, 8, 4, 0, 4, 4, 2, 0, 0, 0]",4864,right,15656,1024
"[512, 128, 32, 16, 0, 2, 16, 16, 0, 2, 4, 8, 0, 0, 0, 2]",4888,up,15656,1024
"[512, 128, 32, 32, 0, 4, 16, 8, 0, 4, 4, 2, 0, 0, 0, 0]",4924,left,15656,1024
"[512, 128, 64, 0, 4, 16, 8, 0, 8, 2, 0, 0, 0, 2, 0, 0]",4996,up,15656,1024
"[512, 128, 64, 4, 4, 16, 8, 0, 8, 4, 0, 0, 0, 0, 0, 0]",5000,right,15656,1024
"[512, 128, 64, 4, 0, 4, 16, 8, 0, 0, 8, 4, 0, 2, 0, 0]",5000,left,15656,1024
"[512, 128, 64, 4, 4, 16, 8, 2, 8, 4, 0, 0, 2, 0, 0, 0]",5000,right,15656,1024
"[512, 128, 64, 4, 4, 16, 8, 2, 4, 0, 8, 4, 0, 0, 0, 2]",5000,up,15656,1024
"[512, 128, 64, 4, 8, 16, 16, 2, 0, 0, 4, 4, 0, 0, 0, 2]",5024,left,15656,1024
"[512, 128, 64, 4, 8, 32, 2, 0, 8, 0, 0, 0, 2, 0, 2, 0]",5064,up,15656,1024
"[512, 128, 64, 4, 16, 32, 4, 0, 2, 0, 0, 0, 4, 0, 0, 0]",5084,right,15656,1024
"[512, 128, 64, 4, 0, 16, 32, 4, 0, 0, 0, 2, 2, 0, 0, 4]",5084,up,15656,1024
"[512, 128, 64, 8, 2, 16, 32, 2, 0, 0, 0, 4, 0, 0, 0, 2]",5092,left,15656,1024
"[512, 128, 64, 8, 2, 16, 32, 2, 4, 2, 0, 0, 2, 0, 0, 0]",5092,right,15656,1024
"[512, 128, 64, 8, 2, 16, 32, 2, 0, 0, 4, 2, 0, 4, 0, 2]",5092,up,15656,1024
"[512, 128, 64, 8, 2, 16, 32, 4, 2, 4, 4, 2, 0, 0, 0, 0]",5096,up,15656,1024
"[512, 128, 64, 8, 4, 16, 32, 4, 0, 4, 4, 2, 0, 0, 0, 4]",5100,left,15656,1024
"[512, 128, 64, 8, 4, 16, 32, 4, 8, 2, 2, 0, 4, 0, 0, 0]",5108,right,15656,1024
"[512, 128, 64, 8, 4, 16, 32, 4, 0, 2, 8, 4, 0, 0, 0, 4]",5112,up,15656,1024
"[512, 128, 64, 8, 4, 16, 32, 8, 0, 2, 8, 4, 0, 0, 0, 2]",5120,up,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 4, 0, 2, 8, 2, 2, 0, 0, 0]",5136,right,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 4, 2, 2, 8, 2, 0, 0, 0, 2]",5136,up,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 4, 2, 2, 8, 4, 0, 0, 0, 2]",5140,up,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 8, 2, 2, 8, 2, 0, 2, 0, 0]",5148,right,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 8, 0, 4, 8, 2, 0, 4, 0, 2]",5152,up,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 8, 2, 8, 8, 4, 0, 0, 0, 0]",5164,right,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 8, 0, 2, 16, 4, 0, 0, 0, 2]",5180,left,15656,1024
"[512, 128, 64, 16, 4, 16, 32, 8, 2, 16, 4, 0, 2, 2, 0, 0]",5180,up,15656,1024
"[512, 128, 64, 16, 4, 32, 32, 8, 4, 2, 4, 0, 0, 2, 0, 0]",5216,right,15656,1024
"[512, 128, 64, 16, 0, 4, 64, 8, 2, 4, 2, 4, 0, 0, 0, 2]",5280,up,15656,1024
"[512, 128, 128, 16, 2, 8, 2, 8, 0, 0, 0, 4, 0, 0, 2, 2]",5416,left,15656,1024
"[512, 256, 16, 0, 2, 8, 2, 8, 4, 0, 0, 4, 4, 0, 0, 0]",5676,up,15656,1024
"[512, 256, 16, 8, 2, 8, 2, 4, 8, 0, 0, 0, 0, 0, 2, 0]",5684,up,15656,1024
"[512, 256, 16, 8, 2, 8, 4, 4, 8, 0, 0, 2, 0, 0, 0, 0]",5688,right,15656,1024
"[512, 256, 16, 8, 0, 2, 8, 8, 0, 0, 8, 2, 0, 0, 0, 2]",5696,up,15656,1024
"[512, 256, 16, 16, 0, 2, 16, 4, 0, 0, 0, 0, 0, 4, 0, 0]",5732,left,15656,1024
"[512, 256, 32, 0, 2, 16, 4, 0, 0, 0, 0, 0, 4, 0, 2, 0]",5764,up,15656,1024
"[512, 256, 32, 0, 2, 16, 4, 0, 4, 0, 2, 0, 0, 4, 0, 0]",5764,up,15656,1024
"[512, 256, 32, 0, 2, 16, 4, 0, 4, 4, 2, 0, 0, 2, 0, 0]",5764,left,15656,1024
"[512, 256, 32, 0, 2, 16, 4, 0, 8, 2, 2, 0, 2, 0, 0, 0]",5772,left,15656,1024
"[512, 256, 32, 0, 2, 16, 4, 0, 8, 4, 0, 4, 2, 0, 0, 0]",5776,up,15656,1024
"[512, 256, 32, 4, 2, 16, 4, 0, 8, 4, 0, 2, 2, 0, 0, 0]",5776,right,15656,1024
"[512, 256, 32, 4, 2, 2, 16, 4, 0, 8, 4, 2, 0, 0, 0, 2]",5776,up,15656,1024
"[512, 256, 32, 8, 2, 2, 16, 4, 0, 8, 4, 0, 0, 0, 2, 0]",5788,right,15656,1024
"[512, 256, 32, 8, 0, 4, 16, 4, 0, 0, 8, 4, 2, 0, 0, 2]",5792,up,15656,1024
"[512, 256, 32, 8, 2, 4, 16, 8, 2, 0, 8, 2, 0, 0, 0, 0]",5800,up,15656,1024
"[512, 256, 32, 16, 4, 4, 16, 2, 0, 2, 8, 0, 0, 0, 0, 0]",5820,left,15656,1024
"[512, 256, 32, 16, 8, 16, 2, 0, 2, 8, 2, 0, 0, 0, 0, 0]",5828,up,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 2, 2, 8, 0, 0, 0, 0, 0, 0]",5832,right,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 2, 0, 0, 2, 8, 0, 0, 0, 2]",5832,left,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 2, 2, 8, 2, 0, 2, 0, 0, 0]",5832,up,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 2, 4, 8, 2, 0, 0, 0, 2, 0]",5836,right,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 2, 0, 4, 8, 2, 0, 0, 2, 2]",5836,up,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 4, 0, 4, 8, 2, 0, 0, 2, 2]",5840,up,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 4, 0, 4, 8, 4, 0, 2, 2, 0]",5844,up,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 8, 0, 4, 8, 0, 0, 2, 2, 4]",5852,right,15656,1024
"[512, 256, 32, 16, 8, 16, 4, 8, 0, 4, 4, 8, 0, 0, 4, 4]",5856,up,15656,1024
"[512, 256, 32, 16, 8, 16, 8, 16, 0, 4, 4, 4, 2, 0, 0, 0]",5880,up,15656,1024
"[512, 256, 32, 32, 8, 16, 8, 4, 2, 4, 4, 0, 2, 0, 0, 0]",5912,left,15656,1024
"[512, 256, 64, 0, 8, 16, 8, 4, 2, 8, 0, 4, 2, 0, 0, 0]",5984,up,15656,1024
"[512, 256, 64, 8, 8, 16, 8, 0, 4, 8, 0, 0, 0, 0, 0, 4]",5996,right,15656,1024
"[512, 256, 64, 8, 0, 8, 16, 8, 0, 0, 4, 8, 0, 0, 4, 4]",5996,up,15656,1024
"[512, 256, 64, 16, 0, 8, 16, 8, 0, 0, 8, 4, 4, 0, 0, 0]",6020,right,15656,1024
"[512, 256, 64, 16, 0, 8, 16, 8, 0, 0, 8, 4, 2, 0, 0, 4]",6020,up,15656,1024
"[512, 256, 64, 16, 2, 8, 16, 8, 0, 0, 8, 8, 0, 0, 2, 0]",6028,up,15656,1024
"[512, 256, 64, 16, 2, 8, 16, 16, 0, 0, 8, 0, 0, 0, 2, 2]",6044,up,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 2, 0, 0, 8, 0, 4, 0, 2, 0]",6076,left,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 2, 8, 0, 0, 0, 4, 2, 0, 4]",6076,up,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 2, 8, 2, 0, 4, 4, 2, 0, 0]",6076,left,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 2, 8, 2, 4, 0, 4, 2, 0, 2]",6076,up,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 4, 8, 4, 4, 0, 4, 0, 0, 2]",6084,up,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 4, 8, 4, 4, 2, 4, 0, 0, 2]",6084,up,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 4, 8, 4, 4, 4, 4, 0, 0, 4]",6088,up,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 8, 8, 4, 4, 4, 4, 4, 0, 0]",6096,right,15656,1024
"[512, 256, 64, 32, 2, 8, 16, 8, 0, 8, 4, 8, 0, 0, 4, 8]",6112,up,15656,1024
"[512, 256, 64, 32, 2, 16, 16, 16, 0, 0, 8, 8, 2, 0, 0, 0]",6152,right,15656,1024
"[512, 256, 64, 32, 0, 2, 16, 32, 0, 0, 0, 16, 0, 2, 0, 2]",6200,up,15656,1024
"[512, 256, 64, 64, 0, 4, 16, 16, 0, 0, 2, 2, 0, 0, 0, 0]",6268,left,15656,1024
"[512, 256, 128, 0, 4, 32, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4]",6432,up,15656,1024
"[512, 256, 128, 4, 8, 32, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",6440,up,15656,1024
"[512, 256, 128, 4, 8, 32, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0]",6440,right,15656,1024
"[512, 256, 128, 4, 0, 8, 32, 4, 2, 0, 0, 0, 0, 0, 0, 2]",6440,up,15656,1024
"[512, 256, 128, 8, 2, 8, 32, 2, 0, 2, 0, 0, 0, 0, 0, 0]",6448,right,15656,1024
"[512, 256, 128, 8, 2, 8, 32, 2, 0, 0, 2, 2, 0, 0, 0, 0]",6448,up,15656,1024
"[512, 256, 128, 8, 2, 8, 32, 4, 0, 2, 2, 0, 0, 0, 0, 0]",6452,right,15656,1024
"[512, 256, 128, 8, 2, 8, 32, 4, 0, 0, 0, 4, 0, 0, 2, 0]",6456,up,15656,1024
"[512, 256, 128, 8, 2, 8, 32, 8, 0, 0, 2, 2, 0, 0, 0, 0]",6464,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 2, 0, 0, 2, 2, 0, 0, 0, 0]",6480,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 4, 0, 0, 2, 0, 0, 0, 2, 0]",6484,right,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 4, 0, 0, 0, 2, 0, 0, 2, 2]",6484,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 4, 0, 0, 2, 4, 0, 0, 4, 0]",6488,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 8, 0, 0, 2, 0, 0, 4, 4, 0]",6496,right,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 8, 0, 0, 0, 2, 0, 0, 2, 8]",6504,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 8, 0, 0, 2, 2, 0, 0, 4, 8]",6504,right,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 8, 0, 2, 0, 4, 0, 0, 4, 8]",6508,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 8, 0, 2, 4, 4, 0, 2, 0, 8]",6508,right,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 8, 0, 0, 2, 8, 4, 0, 2, 8]",6516,up,15656,1024
"[512, 256, 128, 16, 2, 8, 32, 16, 4, 0, 4, 8, 2, 0, 0, 0]",6536,up,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 8, 4, 0, 4, 0, 2, 0, 0, 2]",6568,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 8, 4, 0, 0, 8, 0, 0, 0, 4]",6580,up,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 4, 0, 0, 4, 2, 0, 0, 0]",6596,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 2, 0, 8, 0, 0, 0, 2]",6604,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 2, 2, 8, 0, 0, 0, 2]",6604,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 0, 4, 8, 0, 2, 0, 2]",6608,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 0, 4, 8, 2, 0, 0, 4]",6612,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 0, 4, 8, 0, 2, 2, 4]",6612,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 2, 4, 8, 0, 0, 4, 4]",6616,up,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 0, 2, 8, 8, 0, 0, 2, 4]",6624,right,15656,1024
"[512, 256, 128, 32, 2, 8, 32, 16, 2, 0, 2, 16, 0, 0, 2, 4]",6640,up,15656,1024
"[512, 256, 128, 32, 4, 8, 32, 32, 0, 2, 4, 4, 0, 0, 0, 0]",6680,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 4, 0, 2, 4, 0, 2, 0, 0, 0]",6744,right,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 4, 0, 2, 2, 4, 0, 0, 0, 2]",6744,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 8, 0, 2, 2, 2, 0, 0, 4, 0]",6752,right,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 8, 0, 0, 2, 4, 0, 0, 2, 4]",6756,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 8, 0, 0, 4, 8, 0, 2, 0, 0]",6768,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 2, 4, 0, 2, 0, 0, 0]",6784,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 2, 2, 4, 2, 0, 0, 0, 0]",6784,right,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 4, 4, 2, 0, 0, 4, 0]",6788,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 4, 8, 2, 0, 2, 0, 0]",6796,right,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 4, 8, 2, 0, 0, 2, 2]",6796,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 4, 8, 4, 0, 0, 2, 4]",6800,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 4, 8, 8, 2, 0, 2, 0]",6808,right,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 16, 0, 4, 4, 16, 0, 0, 0, 4]",6828,up,15656,1024
"[512, 256, 128, 64, 4, 8, 32, 32, 0, 4, 4, 4, 0, 2, 0, 0]",6860,right,15656,1024
"[512, 256, 128, 64, 0, 4, 8, 64, 0, 0, 4, 8, 0, 0, 2, 2]",6932,up,15656,1024
"[512, 256, 128, 128, 0, 4, 8, 8, 0, 0, 4, 2, 0, 2, 2, 0]",7060,left,15656,1024
"[512, 256, 256, 0, 4, 16, 0, 0, 4, 2, 0, 2, 4, 0, 0, 0]",7336,left,15656,1024
"[512, 512, 0, 0, 4, 16, 0, 2, 4, 4, 0, 0, 4, 0, 0, 0]",7852,left,15656,1024
"[1024, 0, 0, 0, 4, 16, 2, 0, 8, 0, 0, 2, 4, 0, 0, 0]",8884,up,15656,1024
"[1024, 16, 2, 2, 4, 0, 0, 0, 8, 0, 0, 2, 4, 0, 0, 0]",8884,up,15656,1024
"[1024, 16, 2, 4, 4, 0, 0, 4, 8, 0, 0, 0, 4, 0, 0, 0]",8888,up,15656,1024
"[1024, 16, 2, 8, 4, 2, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0]",8896,right,15656,1024
"[1024, 16, 2, 8, 0, 0, 4, 2, 0, 0, 0, 8, 2, 0, 0, 4]",8896,left,15656,1024
"[1024, 16, 2, 8, 4, 2, 0, 0, 8, 2, 0, 0, 2, 4, 0, 0]",8896,up,15656,1024
"[1024, 16, 2, 8, 4, 4, 0, 0, 8, 4, 0, 0, 2, 2, 0, 0]",8900,up,15656,1024
"[1024, 16, 2, 8, 4, 8, 2, 0, 8, 2, 0, 0, 2, 0, 0, 0]",8908,right,15656,1024
"[1024, 16, 2, 8, 0, 4, 8, 2, 0, 0, 8, 2, 2, 0, 0, 2]",8908,up,15656,1024
"[1024, 16, 2, 8, 2, 4, 16, 4, 0, 0, 0, 2, 0, 4, 0, 0]",8928,up,15656,1024
"[1024, 16, 2, 8, 2, 8, 16, 4, 0, 0, 0, 2, 0, 4, 0, 0]",8936,left,15656,1024
"[1024, 16, 2, 8, 2, 8, 16, 4, 2, 0, 0, 2, 4, 0, 0, 0]",8936,up,15656,1024
"[1024, 16, 2, 8, 4, 8, 16, 4, 4, 0, 0, 2, 0, 2, 0, 0]",8940,up,15656,1024
"[1024, 16, 2, 8, 8, 8, 16, 4, 4, 2, 0, 2, 0, 0, 0, 0]",8948,left,15656,1024
"[1024, 16, 2, 8, 16, 16, 4, 0, 4, 4, 0, 2, 0, 0, 0, 0]",8968,up,15656,1024
"[1024, 32, 2, 8, 16, 4, 4, 2, 4, 0, 0, 0, 0, 0, 2, 0]",9000,left,15656,1024
"[1024, 32, 2, 8, 16, 8, 2, 0, 4, 4, 0, 0, 2, 0, 0, 0]",9008,up,15656,1024
"[1024, 32, 4, 8, 16, 8, 0, 0, 4, 4, 0, 0, 2, 4, 0, 0]",9012,right,15656,1024
"[1024, 32, 4, 8, 0, 0, 16, 8, 0, 0, 2, 8, 0, 0, 2, 4]",9020,up,15656,1024
"[1024, 32, 4, 16, 2, 0, 16, 8, 0, 0, 4, 4, 0, 0, 0, 0]",9040,left,15656,1024
"[1024, 32, 4, 16, 2, 16, 8, 0, 8, 0, 0, 2, 0, 0, 0, 0]",9048,up,15656,1024
"[1024, 32, 4, 16, 2, 16, 8, 2, 8, 0, 0, 2, 0, 0, 0, 0]",9048,up,15656,1024
"[1024, 32, 4, 16, 2, 16, 8, 4, 8, 0, 0, 0, 0, 0, 2, 0]",9052,up,15656,1024
"[1024, 32, 4, 16, 2, 16, 8, 4, 8, 2, 2, 0, 0, 0, 0, 0]",9052,right,15656,1024
"[1024, 32, 4, 16, 2, 16, 8, 4, 0, 0, 8, 4, 0, 0, 2, 0]",9056,up,15656,1024
"[1024, 32, 4, 16, 2, 16, 16, 8, 0, 0, 2, 0, 0, 0, 0, 2]",9080,left,15656,1024
"[1024, 32, 4, 16, 2, 32, 8, 0, 2, 0, 2, 0, 2, 0, 0, 0]",9112,up,15656,1024
"[1024, 64, 4, 16, 4, 0, 8, 0, 2, 0, 2, 0, 0, 0, 2, 0]",9180,left,15656,1024
"[1024, 64, 4, 16, 4, 8, 0, 2, 4, 0, 0, 0, 2, 0, 0, 0]",9184,up,15656,1024
"[1024, 64, 4, 16, 8, 8, 0, 2, 2, 4, 0, 0, 0, 0, 0, 0]",9192,left,15656,1024
"[1024, 64, 4, 16, 16, 2, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0]",9208,up,15656,1024
"[1024, 64, 4, 16, 16, 2, 0, 0, 4, 4, 0, 0, 0, 0, 0, 2]",9212,up,15656,1024
"[1024, 64, 4, 16, 16, 2, 0, 2, 4, 4, 0, 0, 0, 2, 0, 0]",9212,left,15656,1024
"[1024, 64, 4, 16, 16, 4, 0, 0, 8, 4, 0, 0, 2, 0, 0, 0]",9224,up,15656,1024
